,title,casts,description
84,三招了,"冯宝宝,曾江,石坚","简介：恶霸万光华因见周神医不能救其子一命而要杀其全家, 自己反被侠士小白龙所杀. 华之师弟万冲本乃汪洋大盗, 他杀掉即将上任的官员黄伯文, 然后, 假扮他令旧官程伟明...详情"
85,小丑特工队1,"斯万·马丁内克,黛安娜·富兰克",简介：马克斯·赞德是国际警察机构的高级特工，他与犯罪势力进行了斗争，并为这些小人物的权利挺身而出。让恐惧进入他的心……...详情
86,小丑特工队1(普通话),"斯万·马丁内克,黛安娜·富兰克",简介：马克斯·赞德是国际警察机构的高级特工，他与犯罪势力进行了斗争，并为这些小人物的权利挺身而出。让恐惧进入他的心……...详情
87,小丑特工队2(普通话),"斯万·马丁内克,黛安娜·富兰克",简介：马克斯·赞德是国际警察机构的高级特工，他与犯罪势力进行了斗争，并为这些小人物的权利挺身而出。让恐惧进入他的心……...详情
88,小丑特工队2,"斯万·马丁内克,黛安娜·富兰克",简介：马克斯·赞德是国际警察机构的高级特工，他与犯罪势力进行了斗争，并为这些小人物的权利挺身而出。让恐惧进入他的心……...详情
89,霸王花总动员,"廖峻,杨淑华,梁又南,王丽卿",简介：《波霸总动员》是香港的一部电影。讲述的是一个发生在香港警校的喜剧片，一群年轻的女子，在执行任务前要进行一系列的魔鬼训练，在这期间发生了一系列搞笑事。...详情
90,婚礼中的枪声,"黄子扬,午马,李月仙","简介：""于萍千里迢迢的来到香港追寻其杀父之仇人,故而在夜总会中卖艺献唱,同时雇用征信社来进查大牛之踪迹.舞台上,摇曳生姿的子萍,更吸引住黑龙,偏偏于萍却对其身旁的大牛...详情"
91,毁灭之日上(普通话),"Thomas,Gibson,Nancy,McKeon,Chandra,West,Brian,Markinson,托马斯·吉布森,钱德拉·韦斯特,兰迪·奎德,黛安娜·维斯特","简介：赌城拉斯加斯被龙卷风袭击,所到之处天昏地暗,一切都夷为平地;而芝加哥也已经持续了6个星期的高温.这一切突如其来的不正常天气影响着美国各地.更糟的是气象学家安迪·...详情"
92,好小子的下一招,"刘忠良,龙君儿,韩苏,程清,王太郎",简介：关正鹏企图强夺范启光的武林最高拳谱《三斩拳谱》二人一场惊天地动地的生死搏斗，关正鹏不但击败了范启光夺了《三斩拳谱》而且见色起意，奸杀了他的爱妻飞扬而去。这一切残...详情
93,冷面狙击手,"王敏德,胡枫,张敏",简介：香港商界巨鳄李绍邦（黄锦江 饰）长期从事买空卖空的生意，利用商界和政界的关系大赚黑心钱财。他的举动很快被商业犯罪调查科察觉，而督察James（张国梁 饰）和搭档...详情
94,轰天龙,"贺强,谷峰,何家驹,林泽铭,曹查理",简介：在押送郑威的途中，郑威的两个兄弟出现，并且帮助他顺利从警方手中逃脱。郑威在林明的栽赃陷害下，变成警方的通缉犯，但林明真正想要陷害的大爷，郑威一边要避免警方的追捕...详情
95,血腥Friday,"任达华,李丽珍,蔡少芬,关宝慧,徐锦江,欧锦棠","简介：香港发生连串凶杀案, 死者均为夜之女, 杀人手法极之凶残, 凶手行凶时是驾驶电单车, 手持硬物, 将死者玩弄至根疲力尽时才下手杀人. 因案发时均为星期五晚上, ...详情"
96,虎辫子,"郑佩佩,易原,谷鹰",简介：八国联军侵华，慈禧携带奇珍宝物移驾热河，惜沿途遇劫，有山匪藏宝于火焰山，数十年来无人知宝物下落。民初有山民沙老爹，偶入匪洞，掘宝而献之于县政府，不料被巨盗王四屠...详情
97,烈日狂风,"张翼,田蜜,白鹰,巫敏雄","简介：恶霸李大业一次猎巡途经风沙客栈, 强行奸污了老板之小女玉莲, 并残杀了其家人. 迟归的哥哥汉清(客栈主之子)目睹家中之惨状, 发誓报此血仇. 他准备报仇之时，巧...详情"
98,合气道,"茅瑛,洪金宝,黄家达,白鹰",简介：1934年在日本武术学校之间有开放敌手战斗。有一次战斗在市场， 三名中国学生当他们协助帮会攻击战斗以致他们的学校被毁坏，并且他们被驱逐。这三名学生回到了中国，并...详情
99,绝桥智多星,"李修贤,王晶,王祖贤,龙方,邓萃雯",简介：龚正（李修贤 饰）是一名皇家警察，和好友马坤（黄秋生 饰）里应外合一举破获了一个势力非常强大的犯罪集团，导致集团老大王豹（龙方 饰）遭到了逮捕。然而，让警方没有...详情
100,蝙蝠侠：黑暗骑士,"克里斯蒂安·贝尔,希斯·莱杰,艾伦·艾克哈特,迈克尔·凯恩",简介：从亲眼目睹父母被人杀死的阴影中走出来的“蝙蝠侠”，经历了成长之后，已经不再是那个桀骜不的孤单英雄了。在警官吉姆·戈登和检查官哈维·登特的通力帮助下，“蝙蝠侠”无...详情
101,第十一回,"周迅,陈建斌,窦靖童,春夏,大鹏,宋佳",简介：15年前一起案件，被市话剧团拿来改编成舞台剧，马福礼作为当事人，旧事重提让他的生活再起波澜。马福礼一边忙着和话剧团导演胡昆汀纠缠掰理，一边找律师翻案寻求真相还自...详情
102,自杀小队,"大卫·艾亚,威尔·史密斯,杰瑞德·莱托,玛格特·罗比,乔尔·金纳曼,维奥拉·戴维斯,",简介：阿曼达（维奥拉·戴维斯 Viola Davis 饰）身为政府秘密机构的领导人，面对社会中出现的层出不穷的暴力恐怖袭击事件，决心启用一批被关押在监狱中判了无期徒刑...详情
103,花花型警,"余文乐,陈坤,谭俊彦,钟嘉欣,黄又南,李修贤,米雪,谷德昭,熊欣欣,连晋,伍允龙,官恩娜,梁焯满",简介：麦克（余文乐 饰）是全港破案率最高的警察，这是因为他有钱，更确切地说，是他爸爸有钱。用金钱作诱饵、用金钱收买线人，这让他的破案纪录屡屡上升的同时也收获了同事给他...详情
104,龙虎铁金刚,"弗兰克·奥尔萨蒂,查尔斯·布朗森,吉尔·爱兰德",简介：顶尖的杀手亚瑟带领助手史蒂夫进行一连串暗杀行动。史蒂夫热切地崇敬他的师父，希望学得他的一身本领，以至在外人眼中两人似有同性恋关系，甚至偶然出现的妓女亦无法动摇这...详情
105,甲壳虫,"Aílton,Carmo,Jéssica,Barbosa,Ânderson,Santos,de,Jesus,Flávio,Rocha,伊兰迪尔·桑托斯,Macalé,Leno,Sacramento",简介：影片《甲壳虫》兼具魔幻与写实的风格，故事发生在20世纪20年代的巴西，主人公是一位非裔苦工，他不仅自创“卡波耶拉”，更具有超自然的能力，可以躲避子弹，甚至自己能...详情
106,摩斯拉决战哥斯拉,"宝田明,星由里子,小泉博",简介：A hurricane blows Mothra's egg off Infant Island and causes it to drift to Japan...详情
107,查理曼大帝密码,"本杰明·萨德勒,贝蒂娜·齐默尔曼,哈克·波姆,Stephan,Kampwirth",简介：传说中，胡根岛的悬崖峭壁之下有一间神秘的教堂，其中隐藏着价值连城的宝物，伊克（本杰明·萨德勒 Benjamin Sadler 饰）是一名经验丰富的探险家，追寻着...详情
108,危险人物2009,"Steven,Seagal,Hugo,Steele,Byron,Mann",简介：在蒙冤入狱服刑15年之后，ShaneDaniels被释放了，并得到来自亚利桑那州的道歉。重获自由还没几个小时，他就目击了一起非法钻石交易，并发生了枪战，墨西哥黑...详情
109,空中劫难,"詹姆斯·弗朗西斯,梅茜·珐玛,韦朗第洛·维朗迪尼,埃德蒙·珀道姆,弗朗切斯科·卡尔内卢蒂,Maria,D,Incoronato,伦佐·马里尼亚诺,Renato,Cortesi,范·强生,约瑟夫·科顿",简介：一架试飞的协和号超音速飞机在飞往伦敦途中突然坠入大海，机组人员中仅有一空姐幸免于难。此次空难是美国纽约的一个国际飞机制造公司为独霸飞机市场而阴谋策划的，一恐怖组...详情
110,再见江湖,"周润发,关之琳,柯俊雄",简介：越战后，退役越军阮力（周润发饰）辗转来到香港靠杀人为生，期间遇上琳（关之琳饰）并成为情侣。然而一次行动中，阮力奉命要干掉琳之父亲，及后力之上司坚得悉琳对其生疑，...详情
111,终极特区1994,"韦斯利·斯奈普斯,加里·布塞,杨茜·巴特勒",简介：警官彼得与其弟泰利押解一名天才电脑罪犯李迪飞往另一个监狱，但旅程当中，突被一班恐怖份子袭击，最后机仓爆炸、泰利意外身亡，而李迪及恐怖份子却逃去无踪，彼得因此须暂...详情
112,虎猛警师,"汤姆·贝伦杰,雷蒙德·克鲁斯,威廉·弗西斯,路易斯·古兹曼",简介：珍海滋科是一位美丽且勇敢的女教师，她所在的学校有一帮无视校规的坏学生，其中以校园恶霸拉卡斯最为凶狠。由于她经常阻止他们的恶行，所以不断受到拉卡斯及其帮派的威胁和...详情
113,龙虎新风云,"刘青云,郑则仕,童爱玲,林保怡",简介：1991年，悍匪叶欢一伙打劫多家金店，其火力凶猛，警方始终不能将其绳之以法。三年后，卧底警察黑猫（刘青云 饰）与叶欢手下沙皮（林保怡 饰）一同出狱，黑猫靠做代客...详情
114,死亡标记,"史蒂文·席格,乔安娜·帕库拉,Basil,Wallace",简介：退伍反毒特警约翰返家即遇宿敌以刀、枪、黑巫术对付他全家。约翰别无选择，从墨西哥、芝加哥、牙买加各地追凶。不过，他的对手疤面人不但拥有现代化的杀手集团，也是功夫高...详情
115,爆裂魔神少女,"捣宫姫奈,花影香音,坂口拓,北原里英,Rie,Kitahara,根岸季衣",简介：一對姐妹與黑巿人體器官販賣組織的連番撕殺，水手服美少女＋變態虐殺，很想看吧。井口昇的《機關槍少女》（2008）重製強化版，加上西村喜廣(《東京殘酷警察》、《吸血...详情
116,泪眼杀星之八佰龙兵团,"樊少皇,唐辰禹,万绮雯,林凯莹,陈思慧,西川孝和,锺洁怡,史洪波,高飞,锺淑慧",简介：　　M城乃东南亚名城，风景优美，唯独美丽的背后却隐藏了冷冷的杀机。在城中秘密组织了一个名为八百龙的部落，其下大批高手，其中有天龙、红龙、蓝龙、黄龙等 而梦娜武功...详情
117,连环炮,"高飞,Wai-ManChan,YasuyoshiShikamura,MartinTing,RalphWang",简介：讲述来自荷兰的阿飞是个职业杀手，他来港是有两个目的。第一，他接到一个格杀令，目标人物是日本山口组演员鹿村一郎。第二，他要跟青梅竹马现职高级警官的良伟重聚。他自小...详情
118,黄面老虎,"王道,张艾嘉,查克·诺瑞斯,钱月笙,林正英",简介：美藉华人黄昆与美国黑人“老黑”，同为三藩市的警察。黄昆武功高，性格刚烈，故被称为黄面老虎。一天，老黑因开罪当地流氓，遇到暗伏，黄昆救友心切，将一名流氓置于死地，...详情
119,旺角暴族,关宝慧,简介：旺角被誉为全球人口最密集的地方，这个万天罪恶的不夜世界，每天都发生着段段醉生梦死的故事。...详情
120,正义联盟·扎导加长版,"本·阿弗莱克,亨利·卡维尔,盖尔·加朵,埃兹拉·米勒,杰森·莫玛,雷·费舍",简介：为了确保超人没有白白牺牲，蝙蝠侠和神奇女侠计划招募一支超人类团队来保护世界，这项任务比布鲁斯设想要困难得多，因为每个新人都必须面对并跨越自己过去的心魔，团结起来...详情
121,醉猴女,"陈星,金凤玲,罗烈,袁时和,苗天",简介：香港早期动作片，女版孙悟空大闹人间...详情
122,杀手的女儿,"马慧君,汤怡惠,李子雄,张国强,曹查理,蔡文星",简介：未知...详情
123,机械战士(普通话),"null,",简介：未知...详情
124,绝壁逢生(普通话),"Doug,Bowles,Nikki,Coghill,马库斯·格雷厄姆",简介：　　一名前士兵，他的生活被破坏，他的情绪被他在战争和监狱的经历所困扰，他在参加他被谋杀的兄弟的葬礼后逃离了橄榄树的监护权。...详情
125,极度空间(普通话),"凯斯·大卫,Roddy,Piper,Meg,Foster,梅格·福斯特,Peter,Jason",简介：在未来的某个年代，人们的思维已经被政府机构控制，政府机构通过电视信号传输一种催眠电波控制人们的行动。但是一些不甘心被强权统治的人们研究出一种眼镜，戴上这种眼镜，...详情
126,绝壁逢生,马库斯·格雷厄姆,简介：格雷迪在监狱服刑期间，两个警察奥洛克和阔品钦押送带着手铐的格雷迪，去参加格雷迪哥哥克里斯的葬礼。回监狱的途中，克里斯跳河逃跑，艰难跑到了克里斯太太凯特家中，凯特...详情
127,胡涂大醉侠,"燕南希,罗烈,石峰,岳华",简介：由于书生身着传说中大醉侠的服饰，以至于江湖中人人都认为他就是‘大醉侠’大力奉承，但也引来武林败类的仇杀，巧在书生在路途中遇到了正牌‘大醉侠’，‘大醉侠’见书生虽...详情
128,海王,"杰森·莫玛,艾梅柏·希尔德,妮可·基德曼,帕特里克·威尔森",简介：华纳兄弟影片公司与导演温子仁联手为您呈现波澜壮阔的动作冒险电影——《海王》！横跨七大洋的广阔海底世界徐徐展开，给观众带来震撼十足的视觉奇观。本片由杰森·莫玛领衔...详情
129,拆弹专家2,"刘德华,刘青云,倪妮,谢君豪,姜皓文,吴卓羲,马浴柯,黄德斌,郑子诚,洪天明,袁富华,刘浩龙,凌文龙,赵永洪,蔡瀚亿,张竣杰,张扬",简介：香港某处发生爆炸案，前拆弹专家潘乘风（刘德华 饰）因昏迷于现场，被警方怀疑牵涉其中。苏醒后的潘乘风只能一边逃亡一边查明真相，然而，他的好友董卓文（刘青云 饰）和...详情
130,紧急救援,"彭于晏,王彦霖,辛芷蕾,蓝盈莹,王雨甜,徐洋,陈家乐,李岷城,张景祎,李欣蕊,郭晓东,张国强,魏大勋,连凯",简介：倾覆沉没的钻井平台，顺流直冲的运油车头，直坠入海的满载客机。交通海上应急反应特勤队队长高谦（彭于晏 饰）、机长方宇凌（辛芷蕾 饰）和绞车手赵呈（王彦霖 饰）一次...详情
131,新少林五祖,"李连杰,谢苗,邱淑贞,叶德娴,陈松勇,计春华,王龙威,猪哥亮",简介：清朝康熙年间，少林俗家弟子洪熙官（李连杰饰）是红花会成员，力图反清复明。洪熙官因被同门师兄马宁儿（计春华饰）出卖，家人被叛徒杀害，幸得幼子文定（谢苗饰）避过大难...详情
132,反贪风暴4,"古天乐,郑嘉颖,林峯,林家栋",简介：廉政公署收到报案人廖雨萍（周秀娜饰）的实名举报，举报正在坐牢的富二代曹元元（林峯饰）涉嫌行贿监狱里的监督沈济全（谭耀文饰）以及惩教员，首席调查主任陆志廉（古天乐...详情
133,暴力街区,"保罗·沃克,大卫·贝利,RZA,古奇·鲍埃",简介：故事发生在美国底特律，不断升高的犯罪率和持续扩大的犯罪势力让警方苦不堪言，为了控制这些“不稳定的因素”，警方划出了“红砖特区”，用以隔离罪犯和平民。在特区之中，...详情
